journal_id,name,institution,sinta_url,accreditation,subject_area,p_issn,e_issn,link_google_scholar,link_garuda,link_website,impact_factor,total_citations,gs_citations_all,gs_citations_since_2020,gs_h_index_all,gs_h_index_since_2020,gs_i10_index_all,gs_i10_index_since_2020
772,Jurnal Akuntansi Multiparadigma,UNIVERSITAS BRAWIJAYA,https://sinta.kemdikbud.go.id/journals/profile/772,Sinta 2,Economy,20867603,20895879,https://scholar.google.co.id/citations?user=SVGkdo4AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/7014,http://jamal.ub.ac.id/index.php/jamal,3.94059,11515.0,11515.0,9572.0,52.0,46.0,311.0,277.0
773,Jurnal Farmasi Klinik Indonesia,"PROGRAM MAGISTER FARMASI KLINIK, UNIVERSITAS PADJADJARAN",https://sinta.kemdikbud.go.id/journals/profile/773,Sinta 2,,23375701,23375701,https://scholar.google.co.id/citations?user=GSwQuuAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/7605,http://ijcp.or.id/,0.0,2561.0,2561.0,2351.0,24.0,22.0,82.0,72.0
774,JURNAL FARMASI INDONESIA,PENGURUS PUSAT IKATAN APOTEKER INDONESIA,https://sinta.kemdikbud.go.id/journals/profile/774,Sinta 3,Health,,2355696,https://scholar.google.co.id/citations?user=Sf-6COIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/30768,http://www.jfionline.org/index.php/jurnal,0.0,669.0,669.0,459.0,14.0,11.0,21.0,14.0
775,JAI (Jurnal Anestesiologi Indonesia),UNIVERSITAS DIPONEGORO. BAGIAN ANESTESIOLOGI DAN TERAPI INTENSIF,https://sinta.kemdikbud.go.id/journals/profile/775,Sinta 2,Health,,2089970,https://scholar.google.co.id/citations?user=MDu2JkwAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/1240,https://ejournal.undip.ac.id/index.php/janesti,0.363636,592.0,592.0,504.0,9.0,8.0,9.0,7.0
776,Jurnal Kesehatan Masyarakat,UNIVERSITAS NEGERI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/776,Sinta 1,Health,18581196,23553596,https://scholar.google.co.id/citations?user=rWUk3KEAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5652,https://journal.unnes.ac.id/nju/index.php/kemas,0.0,9037.0,9037.0,7443.0,54.0,47.0,194.0,170.0
777,Indonesian Journal of Obstetrics and Gynecology (Majalah Obstetri dan Ginekologi Indonesia),PERKUMPULAN OBSTETRI DAN GINEKOLOGI INDONESIA,https://sinta.kemdikbud.go.id/journals/profile/777,Sinta 2,Health,23387335,23387335,https://scholar.google.co.id/citations?user=JoGMndQAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/12548,http://inajog.com/index.php/journal,0.0,219.0,219.0,119.0,7.0,6.0,5.0,1.0
778,Jurnal Ilmu dan Teknologi Kayu Tropis,MASYARAKAT PENELITI KAYU INDONESIA,https://sinta.kemdikbud.go.id/journals/profile/778,Sinta 2,Agriculture,16933834,26560178,https://scholar.google.co.id/citations?user=jF8oydcAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14665,http://ejournalmapeki.org/index.php/JITKT,0.0,480.0,480.0,295.0,14.0,10.0,18.0,12.0
779,Jurnal Ilmu dan Teknologi Kelautan Tropis,"FACULTY OF FISHERIES AND MARINE SCIENCE, INSTITUT PERTANIAN BOGOR",https://sinta.kemdikbud.go.id/journals/profile/779,Sinta 3,Science,20879423,2620309,https://scholar.google.co.id/citations?user=F4unpLoAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/236,http://journal.ipb.ac.id/index.php/jurnalikt,0.675676,6784.0,6784.0,4688.0,37.0,27.0,214.0,153.0
780,Jurnal Ilmiah Kursor,UNIVERSITAS TRUNOJOYO MADURA,https://sinta.kemdikbud.go.id/journals/profile/780,Sinta 2,Education,02160544,23016914,https://scholar.google.co.id/citations?user=bBCkNbcAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/6204,https://kursorjournal.org/index.php/kursor,1.32,953.0,953.0,570.0,14.0,12.0,31.0,16.0
781,Jurnal Manajemen dan Agribisnis,INSTITUT PERTANIAN BOGOR,https://sinta.kemdikbud.go.id/journals/profile/781,Sinta 2,"Economy, Agriculture",16935853,24072524,https://scholar.google.co.id/citations?user=cJL7uisAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/237,http://journal.ipb.ac.id/index.php/jmagr,0.963855,5430.0,5430.0,3764.0,35.0,28.0,158.0,116.0
782,Media Kesehatan Masyarakat Indonesia,FAKULTAS KESEHATAN MASYARAKAT UNIVERSITAS HASANUDDIN,https://sinta.kemdikbud.go.id/journals/profile/782,Sinta 1,Health,,23564067,https://scholar.google.co.id/citations?user=d1o4crgAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/2175,http://journal.unhas.ac.id/index.php/mkmi,2.0,5146.0,5146.0,4786.0,38.0,36.0,152.0,138.0
783,ILMU KELAUTAN: Indonesian Journal of Marine Sciences,DEPARTEMEN ILMU KELAUTAN UNIVERSITAS DIPONEGORO DAN HIMPUNAN AHLI PENGELOLAAN PESISIR INDONESIA,https://sinta.kemdikbud.go.id/journals/profile/783,Sinta 1,Science,08537291,24067598,https://scholar.google.co.id/citations?user=mUPn1KgAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/1242,http://ejournal.undip.ac.id/index.php/ijms/index,4.25,7260.0,7260.0,4696.0,40.0,31.0,220.0,144.0
784,Jurnal Gizi dan Pangan,"DEPARTEMEN GIZI MASYARAKAT, FAKULTAS EKOLOGI MANUSIA (FEMA), IPB DAN PERGIZI PANGAN INDONESIA",https://sinta.kemdikbud.go.id/journals/profile/784,Sinta 2,Health,19781059,24070920,#!,https://garuda.kemdikbud.go.id/journal/view/199,http://journal.ipb.ac.id/index.php/jgizipangan,1.71429,6090.0,6090.0,4847.0,38.0,31.0,150.0,128.0
785,,,https://sinta.kemdikbud.go.id/journals/profile/785,,,,,,,,,,,,,,,
786,Jurnal Fitopatologi Indonesia,PERHIMPUNAN FITOPATOLOGI INDONESIA,https://sinta.kemdikbud.go.id/journals/profile/786,Sinta 2,Health,02157950,23392479,https://scholar.google.co.id/citations?user=ZdVj6d0AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/203,http://journal.ipb.ac.id/index.php/jfiti/reviewer,0.0,3032.0,3032.0,2370.0,26.0,22.0,110.0,79.0
787,Jurnal Pengolahan Hasil Perikanan Indonesia,INSTITUT PERTANIAN BOGOR,https://sinta.kemdikbud.go.id/journals/profile/787,Sinta 1,Science,23032111,2354886,https://scholar.google.co.id/citations?user=RLjOlfIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/233,http://journal.ipb.ac.id/index.php/jphpi,0.0,10774.0,10774.0,7915.0,45.0,37.0,328.0,266.0
788,Indonesian Journal of Biomedicine and Clinical Sciences,UNIVERSITAS GADJAH MADA,https://sinta.kemdikbud.go.id/journals/profile/788,Sinta 2,Health,01261312,23563931,https://scholar.google.co.id/citations?user=NGasxXUAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/36371,https://jurnal.ugm.ac.id/v3/InaJBCS,0.66087,1205.0,1205.0,960.0,13.0,11.0,24.0,15.0
789,Anima,LABORATORIUM PSIKOLOGI UMUM UNIVERSITAS SURABAYA,https://sinta.kemdikbud.go.id/journals/profile/789,Sinta 2,,,26205963,https://scholar.google.co.id/citations?user=Gfp6pnsAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/16875,http://www.anima.ubaya.ac.id/,1.75,3239.0,3239.0,2071.0,25.0,20.0,86.0,65.0
790,Neurona,PERHIMPUNAN DOKTER SPESIALIS SARAF INDONESIA (PERDOSSI),https://sinta.kemdikbud.go.id/journals/profile/790,Sinta 2,,,25023748,https://scholar.google.co.id/citations?user=1eX41qAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/15756,http://www.neurona.web.id/home.do,0.0,316.0,316.0,269.0,6.0,6.0,3.0,2.0
791,Jurnal Kajian Bali,UNIVERSITAS UDAYANA,https://sinta.kemdikbud.go.id/journals/profile/791,Sinta 1,"Humanities, Art, Social",20884443,25800698,https://scholar.google.co.id/citations?user=2vA0Px0AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5809,https://ojs.unud.ac.id/index.php/kajianbali,0.909091,2592.0,2592.0,2256.0,25.0,23.0,84.0,70.0
792,,,https://sinta.kemdikbud.go.id/journals/profile/792,,,,,,,,,,,,,,,
793,Jurnal Ekonomi Pembangunan : Kajian Masalah Ekonomi dan Pembangunan,"LEMBAGA PENGEMBANGAN PUBLIKASI ILMIAH DAN BUKU AJAR, UNIVERSITAS MUHAMMADIYAH SURAKARTA",https://sinta.kemdikbud.go.id/journals/profile/793,Sinta 2,Economy,14116081,24609331,#!,https://garuda.kemdikbud.go.id/journal/view/8140,http://journals.ums.ac.id/index.php/JEP,2.48387,6112.0,6112.0,4875.0,35.0,31.0,124.0,111.0
794,Jurnal Kependidikan: Penelitian Inovasi Pembelajaran,UNIVERSITAS NEGERI YOGYAKARTA,https://sinta.kemdikbud.go.id/journals/profile/794,Sinta 3,"Science, Education",25805525,25805533,https://scholar.google.co.id/citations?user=JfUz_J0AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/446,https://journal.uny.ac.id/index.php/jk,1.36364,10943.0,10943.0,9569.0,49.0,47.0,178.0,157.0
795,Ilmu Ushuluddin,HIMPUNAN PEMINAT ILMU USHULUDDIN (HIPIUS) BEKERJASAMA DENGAN FAKULTAS USHULUDDIN UIN SYARIF HIDAYATULLAH JAKARTA,https://sinta.kemdikbud.go.id/journals/profile/795,Sinta 2,"Education, Religion",,25027530,https://scholar.google.co.id/citations?user=X-vb7MIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/4969,http://journal.uinjkt.ac.id/index.php/ilmu-ushuluddin/index,0.269231,649.0,649.0,577.0,12.0,12.0,18.0,17.0
796,Jurnal Neuroanestesi Indonesia,INDONESIAN SOCIETY OF NEUROANESTHESIA AND CRITICAL CARE INA-SNACC,https://sinta.kemdikbud.go.id/journals/profile/796,Sinta 2,"Health, Science, Social",,24602302,https://scholar.google.co.id/citations?user=2jR8ZtkAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/25369,http://inasnacc.org/ojs2/index.php/jni,0.5,232.0,232.0,191.0,7.0,6.0,3.0,3.0
797,,,https://sinta.kemdikbud.go.id/journals/profile/797,,,,,,,,,,,,,,,
798,Al-Risalah : Forum Kajian Hukum dan Sosial Kemasyarakatan,FAKULTAS SYARIAH UIN SULTHAN THAHA SAIFUDDIN JAMBI,https://sinta.kemdikbud.go.id/journals/profile/798,Sinta 1,"Humanities, Education, Art, Social",25409522,25409522,https://scholar.google.co.id/citations?user=XzdpNRcAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10801,http://e-journal.lp2m.uinjambi.ac.id/ojp/index.php/AL-RISALAH,4.61111,1093.0,1093.0,979.0,15.0,13.0,29.0,24.0
799,Afkaruna: Indonesian Interdisciplinary Journal of Islamic Studies,UNIVERSITAS MUHAMMADIYAH YOGYAKARTA,https://sinta.kemdikbud.go.id/journals/profile/799,Sinta 2,"Education, Religion",25990586,25990586,https://scholar.google.co.id/citations?user=I2kXneoAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5083,http://journal.umy.ac.id/index.php/afkaruna,3.54545,1665.0,1665.0,1584.0,20.0,20.0,47.0,46.0
800,Jurnal Ekonomi dan Pembangunan Indonesia,UNIVERSITAS INDONESIA,https://sinta.kemdikbud.go.id/journals/profile/800,Sinta 2,,14115212,24069280,https://scholar.google.co.id/citations?user=eQMGxcsAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5452,https://scholarhub.ui.ac.id/jepi/,8.46667,3359.0,3359.0,2874.0,31.0,29.0,110.0,97.0
801,Jurnal Manajemen,UNIVERSITAS TARUMANAGARA,https://sinta.kemdikbud.go.id/journals/profile/801,Sinta 2,Science,14103583,25498797,https://scholar.google.co.id/citations?user=PJnnnP8AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/17403,http://www.ecojoin.org/index.php/EJM/index,0.0,1965.0,1965.0,1904.0,23.0,23.0,54.0,51.0
802,MIX: JURNAL ILMIAH MANAJEMEN,UNIVERSITAS MERCU BUANA,https://sinta.kemdikbud.go.id/journals/profile/802,Sinta 2,Science,20881231,24605328,https://scholar.google.co.id/citations?user=qHqzNdgAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8408,http://publikasi.mercubuana.ac.id/index.php/Jurnal_Mix/index,1.66667,4689.0,4689.0,4322.0,34.0,31.0,122.0,112.0
803,Jurnal Akuntansi,UNIVERSITAS TARUMANAGARA,https://sinta.kemdikbud.go.id/journals/profile/803,Sinta 2,,14103591,25498800,https://scholar.google.co.id/citations?user=A8ytqjkAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/17401,https://ecojoin.org/index.php/EJA,7.47778,6484.0,6484.0,5869.0,41.0,40.0,157.0,153.0
804,Majalah Obat Tradisional,FAKULTAS FARMASI UNIVERSITAS GADJAH MADA,https://sinta.kemdikbud.go.id/journals/profile/804,Sinta 2,Health,14105918,24069086,https://scholar.google.co.id/citations?user=da2wNCoAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8248,https://jurnal.ugm.ac.id/TradMedJ/index,0.0,984.0,984.0,867.0,15.0,15.0,21.0,20.0
805,Jurnal Anestesi Perioperatif (Perioperative Anesthesia Journal),"FAKULTAS KEDOKTERAN, UNIVERSITAS PADJADJARAN",https://sinta.kemdikbud.go.id/journals/profile/805,Sinta 2,"Health, Education",23388463,23388463,https://scholar.google.co.id/citations?user=7RADF0QAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5105,http://journal.fk.unpad.ac.id/index.php/jap/,0.138462,1164.0,1164.0,1042.0,16.0,14.0,24.0,21.0
806,Jurnal Keperawatan Padjadjaran,FAKULTAS KEPERAWATAN UNIVERSITAS PADJADJARAN,https://sinta.kemdikbud.go.id/journals/profile/806,Sinta 1,"Health, Science",24427276,24427276,https://scholar.google.co.id/citations?user=GkYuy_IAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10954,http://jkp.fkep.unpad.ac.id/index.php/jkp,2.17949,3768.0,3768.0,3409.0,32.0,31.0,116.0,106.0
807,,,https://sinta.kemdikbud.go.id/journals/profile/807,,,,,,,,,,,,,,,
808,Jurnal Pendidikan Kedokteran Indonesia: The Indonesian Journal of Medical Education,ASOSIASI INSTITUSI PENDIDIKAN KEDOKTERAN INDONESIA,https://sinta.kemdikbud.go.id/journals/profile/808,Sinta 2,Health,22525084,26545810,https://scholar.google.co.id/citations?user=x86MxEEAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14681,https://journal.ugm.ac.id/index.php/jpki,0.0,676.0,676.0,639.0,11.0,11.0,20.0,18.0
809,Jurnal Pendidikan Islam,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA YOGYAKARTA,https://sinta.kemdikbud.go.id/journals/profile/809,Sinta 2,Education,23019166,23563877,https://scholar.google.co.id/citations?user=tflfyfIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5177,http://ejournal.uin-suka.ac.id/tarbiyah/index.php/JPI,2.54054,4578.0,4578.0,4003.0,33.0,30.0,95.0,88.0
810,Marine Fisheries : Jurnal Teknologi dan Manajemen Perikanan Laut,"DEPARTEMEN PEMANFAATAN SUMBER DAYA PERIKANAN, FAKULTAS PERIKANAN DAN ILMU KELAUTAN, INSTITUT PERTANIAN BOGOR",https://sinta.kemdikbud.go.id/journals/profile/810,Sinta 2,Agriculture,,25411659,https://scholar.google.co.id/citations?user=ugPfrdEAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/224,http://journal.ipb.ac.id/index.php/jpsp/index,0.0,2110.0,2110.0,1801.0,21.0,20.0,90.0,79.0
811,Jurnal Sain Veteriner,UNIVERSITAS GADJAH MADA,https://sinta.kemdikbud.go.id/journals/profile/811,Sinta 2,Health,01260421,24073733,https://scholar.google.co.id/citations?user=tsbfn0QAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/298,http://www.jurnal.ugm.ac.id/jsv/,2.27083,3070.0,3070.0,2392.0,23.0,19.0,76.0,58.0
812,Jurnal Keteknikan Pertanian,INSTITUT PERTANIAN BOGOR,https://sinta.kemdikbud.go.id/journals/profile/812,Sinta 2,Agriculture,24070475,23388439,https://scholar.google.co.id/citations?user=ovTdxG8AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/4940,http://journal.ipb.ac.id/index.php/jtep,1.10989,2227.0,2227.0,1796.0,22.0,19.0,66.0,52.0
813,DIMENSI: Journal of Architecture and Built Environment,UNIVERSITAS KRISTEN PETRA SURABAYA,https://sinta.kemdikbud.go.id/journals/profile/813,Sinta 2,Engineering,0126219,23387858,https://scholar.google.co.id/citations?user=lLytG_AAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/25558,https://dimensi.petra.ac.id/index.php/ars,1.04545,3847.0,3847.0,2168.0,27.0,20.0,110.0,46.0
814,"Journal of Mechatronics, Electrical Power, and Vehicular Technology",PUSAT PENELITIAN TENAGA LISTRIK DAN  MEKATRONIK,https://sinta.kemdikbud.go.id/journals/profile/814,Sinta 1,Engineering,20886985,20886985,https://scholar.google.co.id/citations?user=kxyUS9IAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/4150,http://www.mevjournal.com,1.77778,1051.0,1051.0,685.0,17.0,12.0,35.0,19.0
815,Harmonia: Journal of Arts Research and Education,"DEPARTMENT OF DRAMA, DANCE AND MUSIC, FACULTY OF LANGUAGE AND ARTS, UNIVERSITAS NEGERI SEMARANG",https://sinta.kemdikbud.go.id/journals/profile/815,Sinta 1,"Humanities, Art",25411683,25412426,https://scholar.google.co.id/citations?user=PSsObGkAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5651,http://journal.unnes.ac.id/nju/index.php/harmonia,0.0,3919.0,3919.0,2878.0,30.0,23.0,125.0,94.0
816,Mutawatir : Jurnal Keilmuan Tafsir Hadith,JURUSAN TAFSIR HADIS FAKULTAS USHULUDDIN DAN FILSAFAT UIN SUNAN AMPEL SURABAYA,https://sinta.kemdikbud.go.id/journals/profile/816,Sinta 2,"Science, Education, Social, Religion",20887523,25026321,https://scholar.google.co.id/citations?user=2-Dsn3QAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/18306,http://jurnalfuf.uinsby.ac.id/index.php/mutawatir,0.0,782.0,782.0,725.0,13.0,13.0,20.0,19.0
817,Addin,STAIN KUDUS,https://sinta.kemdikbud.go.id/journals/profile/817,Sinta 2,"Humanities, Education, Art, Religion",24769479,24769479,https://scholar.google.co.id/citations?user=ti0VGuAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/19506,http://journal.stainkudus.ac.id/index.php/Addin,0.0,3273.0,3273.0,2940.0,28.0,26.0,58.0,54.0
818,Jurnal Theologia,FAKULTAS USHULUDDIN DAN HUMANIORA,https://sinta.kemdikbud.go.id/journals/profile/818,Sinta 2,"Humanities, Education, Art, Social, Religion",2540847,2540847,https://scholar.google.co.id/citations?user=2NNzPJYAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5945,http://journal.walisongo.ac.id/index.php/teologia,0.0,1830.0,1830.0,1638.0,23.0,22.0,60.0,53.0
819,JRP (Jurnal Review Politik),FAKULTAS USHULUDDIN DAN FILSAFAT UIN SUNAN AMPEL SURABAYA,https://sinta.kemdikbud.go.id/journals/profile/819,Sinta 2,"Education, Social",20886241,26156504,https://scholar.google.co.id/citations?user=OKpGF5wAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/29672,https://jurnalfuf.uinsby.ac.id/index.php/JRP,0.0,695.0,695.0,648.0,13.0,13.0,18.0,17.0
820,Al-Daulah : Jurnal Hukum dan Perundangan Islam,"PROGRAM STUDI SIYASAH JINAYAH, FAKULTAS SYARIAH DAN HUKUM, UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA",https://sinta.kemdikbud.go.id/journals/profile/820,Sinta 2,Social,25030922,25030922,https://scholar.google.co.id/citations?user=os6Q-dAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11154,http://aldaulah.uinsby.ac.id/index.php/aldaulah,0.393939,1069.0,1069.0,976.0,15.0,14.0,28.0,24.0
821,Musawa : Jurnal Studi Gender dan Islam,UNIVERSITAS ISLAM NEGERI SUNAN KALIJAGA YOGYAKARTA,https://sinta.kemdikbud.go.id/journals/profile/821,Sinta 2,"Humanities, Art",14123460,25034596,https://scholar.google.co.id/citations?user=64_-1ekAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8714,http://ejournal.uin-suka.ac.id/pusat/MUSAWA,3.15385,2346.0,2346.0,2045.0,23.0,22.0,75.0,65.0
822,JEJAK: Jurnal Ekonomi dan Kebijakan,UNIVERSITAS NEGERI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/822,Sinta 2,Economy,1979715,24605123,#!,https://garuda.kemdikbud.go.id/journal/view/5672,http://journal.unnes.ac.id/nju/index.php/jejak,0.0,3042.0,3042.0,2663.0,27.0,25.0,81.0,76.0
823,APMBA (Asia Pacific Management and Business Application),JURUSAN MANAJEMEN FEB UNIVERSITAS BRAWIJAYA,https://sinta.kemdikbud.go.id/journals/profile/823,Sinta 2,"Economy, Science, Social",,26152010,https://scholar.google.co.id/citations?user=7Sr8GaQAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10369,http://apmba.ub.ac.id/index.php/apmba,0.0,521.0,521.0,427.0,10.0,9.0,10.0,9.0
824,Jurnal Bisnis dan Manajemen,UNIVERSITAS PADJADJARAN,https://sinta.kemdikbud.go.id/journals/profile/824,Sinta 2,Economy,24424617,24424617,https://scholar.google.co.id/citations?user=3SGlusEAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10476,http://journal.feb.unpad.ac.id/index.php/jbm,6.66667,938.0,938.0,808.0,16.0,15.0,28.0,27.0
825,Global Medical and Health Communication,PUSAT PENERBITAN UNIVERSITAS-LEMBAGA PENELITIAN DAN PENGEMBANGAN MASYARAKAT (P2U-LPPM) FAKULTAS KEDOKTERAN UNIVERSITAS ISLAM BANDUNG,https://sinta.kemdikbud.go.id/journals/profile/825,Sinta 2,Health,,24605441,https://scholar.google.co.id/citations?user=29Icg9oAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/7924,https://ejournal.unisba.ac.id/index.php/gmhc,0.235294,1605.0,1605.0,1303.0,18.0,14.0,42.0,30.0
826,Folia Medica Indonesiana,UNIVERSITAS AIRLANGGA,https://sinta.kemdikbud.go.id/journals/profile/826,Sinta 2,Education,23558393,2599056,https://scholar.google.co.id/citations?user=D3NooIMAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/7420,https://e-journal.unair.ac.id/index.php/FMI,1.02308,1945.0,1945.0,1509.0,17.0,15.0,52.0,36.0
827,Biosaintifika: Journal of Biology & Biology Education,UNIVERSITAS NEGERI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/827,Sinta 1,Agriculture,2085191,23387610,https://scholar.google.co.id/citations?user=RcyQMQgAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/37147,https://journal.unnes.ac.id/nju/index.php/biosaintifika,0.0,3657.0,3657.0,3236.0,25.0,23.0,123.0,107.0
828,Molekul: Jurnal Ilmiah Kimia,"JURUSAN KIMIA FMIPA, UNIVERSITAS JENDERAL SOEDIRMAN, PURWOKERTO",https://sinta.kemdikbud.go.id/journals/profile/828,Sinta 1,"Science, Engineering",19079761,25030310,https://scholar.google.co.id/citations?user=Xz4_sLkAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/31981,https://jos.unsoed.ac.id/index.php/jm/index,0.0,1292.0,1292.0,1116.0,15.0,13.0,29.0,24.0
829,Jurnal Ilmu Pendidikan,UNIVERSITAS NEGERI MALANG,https://sinta.kemdikbud.go.id/journals/profile/829,Sinta 2,Education,02159643,24428655,https://scholar.google.co.id/citations?user=LFvgc3kAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/398,http://journal.um.ac.id/index.php/jip,0.0,2674.0,2674.0,2004.0,24.0,21.0,57.0,46.0
830,Jurnal Hortikultura Indonesia (JHI),PERHIMPUNAN HORTIKULTURA INDONESIA,https://sinta.kemdikbud.go.id/journals/profile/830,Sinta 2,Agriculture,,26142872,https://scholar.google.co.id/citations?user=_cNfKh4AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/208,http://journal.ipb.ac.id/index.php/jhi/index,1.34375,2906.0,2906.0,2420.0,25.0,22.0,97.0,84.0
831,Jurnal Nasional Teknik Elektro dan Teknologi Informasi,"DEPARTEMEN TEKNIK ELEKTRO DAN TEKNOLOGI INFORMASI, FAKULTAS TEKNIK, UNIVERSITAS GADJAH MADA",https://sinta.kemdikbud.go.id/journals/profile/831,Sinta 2,"Science, Engineering",23014156,24605719,https://scholar.google.co.id/citations?user=26IDntgAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/24806,https://jurnal.ugm.ac.id/v3/JNTETI,1.84444,4954.0,4954.0,4222.0,32.0,30.0,140.0,119.0
832,Journal of Regional and City Planning,"ITB JOURNAL PUBLISHER, LPPM ITB,",https://sinta.kemdikbud.go.id/journals/profile/832,Sinta 1,Engineering,25026429,25026429,https://scholar.google.co.id/citations?user=JvtW95cAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/7386,http://journals.itb.ac.id/index.php/jpwk,3.78788,5728.0,5728.0,4266.0,39.0,33.0,145.0,114.0
833,Tesa Arsitektur,PROGRAM STUDI ARSITEKTUR FAKULTAS ARSITEKTUR DAN DESAIN UNIVERSITAS KATOLIK SOEGIJAPRANATA,https://sinta.kemdikbud.go.id/journals/profile/833,Sinta 4,Engineering,24606367,24606367,https://scholar.google.co.id/citations?user=BZBLJ88AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8051,http://journal.unika.ac.id/index.php/tesa,0.0,35.0,35.0,29.0,3.0,3.0,0.0,0.0
834,Jurnal Komunikasi Islam,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL,https://sinta.kemdikbud.go.id/journals/profile/834,Sinta 3,Education,20086314,26555212,https://scholar.google.co.id/citations?user=xdkeOVIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/24115,http://jurnalfdk.uinsby.ac.id/index.php/jki,0.5,2248.0,2248.0,1983.0,25.0,23.0,62.0,57.0
835,Jurnal Psikologi Universitas Gadjah Mada,UNIVERSITAS GADJAH MADA,https://sinta.kemdikbud.go.id/journals/profile/835,Sinta 2,,02158884,2460867,https://scholar.google.co.id/citations?user=52Dw-k8AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/27301,https://jurnal.ugm.ac.id/jpsi,4.90476,10687.0,10687.0,7967.0,56.0,48.0,186.0,168.0
836,Aceh Journal of Animal Science,UNIVERSITAS SYIAH KUALA,https://sinta.kemdikbud.go.id/journals/profile/836,Sinta 3,,25029568,26228734,https://scholar.google.co.id/citations?user=ccwBWVgAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9188,http://www.jurnal.unsyiah.ac.id/index.php/AJAS,2.33333,606.0,606.0,546.0,13.0,12.0,15.0,14.0
